Scrip,Date,LTP,% Change,High,Low,Open,Qty.,Turnover
NIL,24/04/2025,748.98,0.88,768,743,757.3,"13,078","97,87,998.10"
NIL,23/04/2025,742.46,-1.3,750,739,750,"3,380","25,11,342.00"
NIL,22/04/2025,752.22,-1.34,764,750,753,"4,476","33,69,564.80"
NIL,21/04/2025,762.41,-0.04,764,751,751.1,"10,255","77,81,007.10"
NIL,20/04/2025,762.69,-0.17,767.6,760,760,"16,798","1,28,23,602.70"
NIL,17/04/2025,764,0.65,770,754.7,770,"7,867","60,01,477.90"
NIL,16/04/2025,759.03,0.51,768,754,768,"4,315","32,66,459.00"
NIL,15/04/2025,755.17,0.59,756,750,755,"3,238","24,42,319.00"
NIL,13/04/2025,750.76,0.88,757,742,757,"4,408","33,05,564.00"
NIL,10/04/2025,744.2,0.42,751,742,742,"4,690","35,00,307.60"
NIL,09/04/2025,741.06,0.06,749.9,737,737,"3,119","23,20,369.00"
NIL,08/04/2025,740.65,-0.77,747,735,747,"5,266","38,81,593.10"
NIL,07/04/2025,746.39,-0.7,766,744.8,766,"7,103","52,95,883.20"
NIL,03/04/2025,751.63,-0.33,772,747.1,769,"7,422","55,89,553.60"
NIL,02/04/2025,754.13,0.88,759.8,742,742,"5,122","38,61,487.80"
NIL,01/04/2025,747.52,-1.24,756,745.6,753,"6,947","52,07,944.90"
NIL,30/03/2025,756.94,1.03,765,752,754.9,"7,090","53,84,070.10"
NIL,27/03/2025,749.26,-0.09,763,748,762.9,"12,429","93,38,489.20"
NIL,26/03/2025,749.93,0.33,760,740,760,"6,126","45,82,175.80"
NIL,25/03/2025,747.5,-1.86,758,745,758,"5,937","44,53,647.50"
NIL,24/03/2025,761.7,0.41,763.9,748.2,750.1,"5,373","40,80,581.90"
NIL,23/03/2025,758.62,-1.67,772,758,772,"7,217","54,97,632.00"
NIL,20/03/2025,771.51,-0.32,780,765.1,775,"6,519","50,33,430.50"
NIL,19/03/2025,774,-0.45,777,772.1,775,"4,672","36,19,835.90"
NIL,18/03/2025,777.5,0.71,780,772,773,"2,691","20,82,785.40"
NIL,17/03/2025,772,0.26,778,766,770,"3,699","28,56,670.60"
NIL,16/03/2025,770,-0.65,789,760.1,789,"9,864","75,54,682.70"
NIL,12/03/2025,775,-0.26,780,768.5,777,"9,008","69,51,109.90"
NIL,11/03/2025,777,-1.89,800,777,791.8,"5,368","42,16,186.30"
NIL,10/03/2025,792,0,801.9,785,793,"18,562","1,47,62,551.20"
NIL,09/03/2025,792,-0.03,808,780,780,"17,237","1,36,78,865.80"
NIL,06/03/2025,792.2,-0.85,808,789,808,"13,084","1,04,01,231.50"
NIL,05/03/2025,799,-0.25,803,790.1,791,"5,173","41,13,077.60"
NIL,04/03/2025,801,-0.5,819,795,805,"20,852","1,68,21,605.30"
NIL,03/03/2025,805,0,831.3,805,806,"26,168","2,12,57,917.70"
NIL,02/03/2025,805,2.78,805,790,790,"17,581","1,40,41,031.90"
NIL,27/02/2025,783.2,0.41,795.6,780,795.6,"11,628","91,41,532.50"
NIL,25/02/2025,780,-0.89,790,778,787,"14,915","1,16,42,117.90"
NIL,24/02/2025,787,0.32,800.1,783,800.1,"13,169","1,03,96,974.90"
NIL,23/02/2025,784.5,0.06,785,775,782,"10,818","84,54,594.50"
NIL,20/02/2025,784,0.51,784,775,780,"17,778","1,38,70,486.70"
NIL,18/02/2025,780,0.24,789,778,789,"6,871","53,66,564.20"
NIL,17/02/2025,778.1,0.01,789,778,781,"8,465","66,05,911.40"
NIL,16/02/2025,778,-0.03,780,765,780,"12,748","98,84,691.00"
NIL,13/02/2025,778.2,-0.23,785,775,782,"4,656","36,28,468.20"
NIL,12/02/2025,780,0.37,790,777,790,"6,433","50,18,691.80"
NIL,11/02/2025,777.1,-0.37,785,775.1,781,"6,035","46,97,031.00"
NIL,10/02/2025,780,0.35,785,775,778,"7,629","59,34,894.60"
NIL,09/02/2025,777.3,-1.61,794,777.1,789,"12,777","1,00,13,696.40"
NIL,06/02/2025,790,-0.13,797,778.8,791,"14,646","1,15,18,269.10"
NIL,05/02/2025,791,-0.64,800,790,796,"7,859","62,38,510.50"
NIL,04/02/2025,796.1,-0.8,807,795.2,807,"13,121","1,04,80,172.30"
NIL,03/02/2025,802.5,0.19,809.9,797.1,801,"12,387","99,26,598.00"
NIL,02/02/2025,801,3.87,830,786.5,786.5,"27,590","2,20,76,699.70"
NIL,28/01/2025,938.9,-0.31,948.7,930.3,948.7,"66,995","6,27,79,577.10"
NIL,27/01/2025,941.8,-0.33,957,938.2,957,"24,557","2,30,98,880.90"
NIL,26/01/2025,944.9,0.43,946.9,938,941,"23,474","2,20,77,383.30"
NIL,23/01/2025,940.9,-0.21,943.9,936.5,942,"23,692","2,22,66,547.20"
NIL,22/01/2025,942.9,-0.01,950,939.1,950,"26,457","2,49,57,727.00"
NIL,21/01/2025,943,0.64,950,937,949,"21,921","2,06,48,155.10"
NIL,20/01/2025,937,1.72,953.7,926.2,926.2,"31,742","2,99,14,555.00"
NIL,19/01/2025,921.2,-0.09,928.2,918.1,927,"7,899","72,93,014.40"
NIL,16/01/2025,922,-0.32,928,914,928,"7,144","65,75,240.40"
NIL,15/01/2025,925,1.43,925,896,896,"8,073","73,80,630.80"
NIL,13/01/2025,912,-2.56,935,891,935,"54,677","5,00,19,414.80"
NIL,12/01/2025,936,-0.39,950,925.5,938,"9,259","86,46,583.70"
NIL,09/01/2025,939.7,0.18,940,923,938,"13,883","1,29,98,084.50"
NIL,08/01/2025,938,-0.21,943.9,924,924,"16,813","1,56,32,448.10"
NIL,07/01/2025,940,0.02,942,930.2,935,"12,492","1,16,79,430.10"
NIL,06/01/2025,939.8,1.06,941,920,929,"17,767","1,65,92,140.60"
NIL,05/01/2025,929.9,1.41,930,920,928,"14,579","1,34,96,737.40"
NIL,02/01/2025,917,0.04,925,907.1,907.1,"5,157","47,16,332.90"
NIL,01/01/2025,916.6,-0.15,927.7,916.1,927.7,"3,423","31,52,242.10"
NIL,31/12/2024,918,-0.86,921,909.2,910,"7,764","71,00,791.60"
NIL,29/12/2024,926,0.11,937,924.1,937,"6,922","64,25,487.10"
NIL,26/12/2024,925,0.54,975,921.2,938.4,"14,021","1,30,68,166.00"
NIL,24/12/2024,920,0.54,925,910.2,913,"13,691","1,25,70,087.20"
NIL,23/12/2024,915.1,0.57,921.6,903.2,905,"7,153","65,17,639.30"
NIL,22/12/2024,909.9,0.21,912.5,902.6,908,"7,151","64,98,182.90"
NIL,19/12/2024,908,-0.25,920,907,907,"7,748","70,49,586.20"
NIL,18/12/2024,910.3,-0.52,921,908,920,"8,622","78,73,717.80"
NIL,17/12/2024,915.1,0.23,920,905.1,907.3,"6,129","56,03,828.80"
NIL,16/12/2024,913,-1.83,932,905.6,925,"14,875","1,35,88,254.00"
NIL,12/12/2024,930,-1.06,949,930,940,"12,881","1,20,68,263.90"
NIL,11/12/2024,940,1.14,940,923,939,"2,278","21,20,972.10"
NIL,10/12/2024,929.4,0.58,935,917,917,"4,644","43,14,917.00"
NIL,09/12/2024,924,-0.66,943,923.4,932,"6,733","62,42,819.30"
NIL,08/12/2024,930.1,-1.58,950,928,930.1,"12,117","1,13,17,019.30"
NIL,05/12/2024,945,-0.63,966,945,950,"11,928","1,13,44,984.50"
NIL,04/12/2024,951,-1.39,969.9,951,957.1,"35,335","3,39,58,064.10"
NIL,03/12/2024,964.4,-1.59,999,955,999,"11,689","1,13,05,930.20"
NIL,02/12/2024,980,0.01,990,975,980,"34,287","3,37,10,992.20"
NIL,01/12/2024,979.9,2.5,995.5,943,956,"63,960","6,25,42,895.20"
NIL,28/11/2024,956,2.8,974,925,925.1,"40,639","3,86,97,616.70"
NIL,27/11/2024,930,1.2,935,921,935,"12,074","1,11,99,828.30"
NIL,26/11/2024,919,0.44,932.9,906.1,915,"8,051","73,90,887.20"
NIL,25/11/2024,915,0.33,920,906.2,906.2,"3,575","32,67,747.80"
NIL,24/11/2024,912,-0.33,925,908,915,"5,113","46,60,700.00"
NIL,21/11/2024,915,-0.6,934,915,934,"9,756","89,75,235.80"
SANIMA,09/10/2025,326,1.88,338,322.7,326,"1,17,343","3,83,06,979.60"
SANIMA,08/10/2025,320,-1.84,325,316,323.1,"98,435","3,13,98,109.30"
SANIMA,07/10/2025,326,-2.69,338.9,320.5,338.9,"1,19,718","3,91,96,539.00"
SANIMA,28/09/2025,335,0.63,335,331,335,"57,946","1,93,41,918.10"
SANIMA,25/09/2025,332.9,-0.63,336,331.7,334,"39,197","1,30,50,145.20"
SANIMA,24/09/2025,335,-2.33,345,335,343,"1,07,375","3,64,09,469.30"
SANIMA,23/09/2025,343,1.68,343.5,330.6,334,"1,50,053","5,05,70,644.00"
SANIMA,21/09/2025,337.34,-3.31,342,323,342,"4,87,319","16,25,38,201.00"
SANIMA,18/09/2025,348.9,-4.45,361,343.8,361,"24,501","84,75,397.20"
SANIMA,08/09/2025,365.16,-1.22,369.9,362.5,366.2,"1,39,554","5,09,42,641.30"
SANIMA,07/09/2025,369.68,-0.6,372.9,365.5,371,"1,84,605","6,83,16,842.40"
SANIMA,04/09/2025,371.92,-0.3,380,367.7,380,"2,79,406","10,37,17,946.30"
SANIMA,03/09/2025,373.05,-0.18,381.1,371,381.1,"1,66,978","6,25,67,079.90"
SANIMA,02/09/2025,373.72,0.38,379.7,371.5,379.7,"1,21,644","4,54,64,892.80"
SANIMA,01/09/2025,372.3,1.7,373.9,362.2,373,"3,67,222","13,57,62,741.70"
SANIMA,31/08/2025,366.06,-0.85,373.9,364,373.9,"1,34,049","4,90,66,989.00"
SANIMA,28/08/2025,369.2,-0.55,373,365,369.9,"1,24,976","4,62,03,242.90"
SANIMA,27/08/2025,371.23,0.83,375.5,365,375.5,"1,15,913","4,28,39,498.10"
SANIMA,26/08/2025,368.17,0.94,369,364,366.9,"64,179","2,35,86,234.00"
SANIMA,25/08/2025,364.75,-0.18,367,360,366.9,"94,624","3,43,92,896.20"
SANIMA,24/08/2025,365.39,-0.56,370,364,366,"1,68,753","6,18,11,394.70"
SANIMA,21/08/2025,367.43,0.08,370,365,367.1,"1,25,269","4,59,64,175.80"
SANIMA,20/08/2025,367.12,-0.41,372,365,365,"1,15,928","4,25,29,418.40"
SANIMA,19/08/2025,368.62,0.74,372,367,369.1,"88,465","3,26,33,288.30"
SANIMA,18/08/2025,365.9,-0.05,369.7,364.9,367,"1,14,410","4,18,77,225.60"
SANIMA,17/08/2025,366.09,-0.47,373,365,370,"1,25,549","4,62,77,410.60"
SANIMA,14/08/2025,367.83,-0.2,372,365.2,368.1,"88,505","3,26,16,919.50"
SANIMA,13/08/2025,368.57,-0.16,385,366,369.1,"1,53,105","5,66,41,643.10"
SANIMA,12/08/2025,369.16,-0.68,372.5,368.3,371.6,"1,39,371","5,15,69,420.40"
SANIMA,11/08/2025,371.67,0.57,380,371,376.9,"3,51,117","13,10,81,251.60"
SANIMA,07/08/2025,369.57,1.3,371,366.1,368,"1,35,292","4,99,59,109.50"
SANIMA,06/08/2025,364.84,-0.53,370,363,366.8,"1,24,227","4,53,46,815.20"
SANIMA,05/08/2025,366.8,-0.49,378,365.2,375,"1,68,642","6,24,04,680.50"
SANIMA,04/08/2025,368.62,0.26,376,361.1,361.1,"2,91,347","10,67,68,142.60"
SANIMA,03/08/2025,367.67,-2.01,382.6,363.1,382.6,"2,81,339","10,37,35,921.90"
SANIMA,31/07/2025,375.2,-2.26,384,374,380.1,"2,99,881","11,34,15,148.70"
SANIMA,30/07/2025,383.86,-1.39,391,382,391,"3,37,152","13,00,56,193.10"
SANIMA,29/07/2025,389.28,2.55,390.9,380,380,"7,21,481","27,98,60,826.60"
SANIMA,28/07/2025,379.61,-0.5,383,371.3,380,"2,47,302","9,31,33,053.50"
SANIMA,27/07/2025,381.53,0.73,386.3,379,386.3,"3,66,520","14,00,85,964.20"
SANIMA,24/07/2025,379,0.79,380,373,378,"3,72,020","14,03,66,285.20"
SANIMA,23/07/2025,376,-0.58,381,372,379.6,"4,67,323","17,55,46,873.60"
SANIMA,22/07/2025,378.21,2.64,380,369,370,"4,53,292","16,98,64,064.10"
SANIMA,21/07/2025,368.48,0.92,371.2,361,368.1,"2,36,215","8,69,70,945.10"
SANIMA,20/07/2025,365.11,-2.47,381,362,381,"6,06,857","22,68,11,648.90"
SANIMA,17/07/2025,374.37,-0.11,380,372,377,"6,99,852","26,26,65,453.50"
SANIMA,16/07/2025,374.77,2.7,379,364,364,"7,78,295","29,08,64,161.30"
SANIMA,15/07/2025,364.91,2.43,368,355.3,358.9,"5,45,695","19,73,89,578.00"
SANIMA,14/07/2025,356.27,-2.26,367.8,355.2,365,"6,91,096","24,75,06,407.80"
SANIMA,13/07/2025,364.49,1.78,372,361,365.2,"6,88,601","25,18,32,642.60"
SANIMA,10/07/2025,358.11,4.8,362.7,340,345,"7,47,527","26,34,98,456.60"
SANIMA,09/07/2025,341.71,2.03,343.5,334.1,339,"2,52,008","8,54,36,903.10"
SANIMA,08/07/2025,334.92,-1.23,343,334.3,340,"1,86,306","6,26,80,293.90"
SANIMA,07/07/2025,339.1,-0.1,344,336,339,"3,10,871","10,47,96,535.00"
SANIMA,06/07/2025,339.43,0.5,342,335,339.8,"3,33,919","11,32,09,205.30"
SANIMA,03/07/2025,337.75,-0.52,340.1,333.2,339,"2,51,083","8,46,63,617.70"
SANIMA,02/07/2025,339.53,1.66,342,329.1,338,"2,49,688","8,35,21,174.30"
SANIMA,01/07/2025,334,3.13,335,322,322.1,"2,76,887","9,09,86,839.50"
SANIMA,30/06/2025,323.87,0.51,328.6,320,328.6,"1,77,081","5,70,96,640.70"
SANIMA,29/06/2025,322.24,1.39,324.3,315.5,319.9,"1,45,817","4,66,79,361.20"
SANIMA,26/06/2025,317.81,0.93,318.8,314,314.5,"70,007","2,21,85,236.30"
SANIMA,25/06/2025,314.87,-0.1,319.9,314,319.9,"61,365","1,93,47,744.60"
SANIMA,24/06/2025,315.2,0.96,318.4,313,318.4,"78,069","2,45,50,988.20"
SANIMA,23/06/2025,312.2,-0.59,314.5,311,313,"63,573","1,98,41,617.40"
SANIMA,22/06/2025,314.05,-0.47,317,312,316,"90,379","2,83,95,160.50"
SANIMA,19/06/2025,315.52,-0.62,317.9,315.1,315.2,"72,985","2,30,92,424.10"
SANIMA,18/06/2025,317.5,0.57,318.1,315,316,"74,698","2,36,78,824.10"
SANIMA,17/06/2025,315.7,-0.35,319.9,315,319.9,"31,074","98,20,987.90"
SANIMA,16/06/2025,316.81,0.53,319,313,315,"91,828","2,90,21,166.30"
SANIMA,15/06/2025,315.15,-0.3,321.9,315,321.9,"50,935","1,61,14,434.80"
SANIMA,12/06/2025,316.11,-0.4,320,315,319,"59,034","1,86,77,007.00"
SANIMA,11/06/2025,317.39,-0.66,324,315,318,"73,912","2,36,18,982.80"
SANIMA,10/06/2025,319.5,2.56,321.9,311.5,317,"80,971","2,56,37,637.80"
SANIMA,09/06/2025,311.53,0.38,314.9,309,310,"50,600","1,57,36,210.60"
SANIMA,08/06/2025,310.35,-0.89,315,310,310,"53,426","1,66,43,150.70"
SANIMA,05/06/2025,313.15,-0.24,317,312,317,"42,569","1,33,69,876.30"
SANIMA,04/06/2025,313.91,-0.54,316,312.4,315.5,"67,800","2,12,73,075.60"
SANIMA,03/06/2025,315.6,-2.27,324,314.9,324,"2,41,564","7,70,89,380.50"
SANIMA,02/06/2025,322.94,-0.18,332,320.5,329.9,"1,55,647","5,06,76,360.40"
SANIMA,28/05/2025,323.52,0.99,325.9,318,320,"1,76,948","5,69,76,704.70"
SANIMA,27/05/2025,320.36,-0.58,322,317.7,318,"75,832","2,42,76,305.40"
SANIMA,26/05/2025,322.24,0.1,336.6,319.1,328,"2,33,558","7,58,10,989.70"
SANIMA,25/05/2025,321.93,-0.27,328,319,324,"2,12,212","6,83,19,191.30"
SANIMA,22/05/2025,322.79,3.06,327,314,317.7,"2,14,988","6,91,48,518.20"
SANIMA,21/05/2025,313.22,0.3,331,312.7,318,"1,74,529","5,56,47,580.40"
SANIMA,20/05/2025,312.27,1.74,315,305,308,"72,557","2,25,32,612.30"
SANIMA,19/05/2025,306.93,0.61,308,304.5,307,"94,844","2,90,77,363.90"
SANIMA,18/05/2025,305.06,-0.07,310,304.5,305.28,"51,355","1,56,98,168.40"
SANIMA,15/05/2025,305.28,-0.07,306,302.5,303,"35,608","1,08,64,067.80"
SANIMA,14/05/2025,305.5,-0.6,307,304.5,306,"31,542","96,27,219.60"
SANIMA,13/05/2025,307.34,-0.13,312,306,312,"36,313","1,11,49,580.80"
SANIMA,11/05/2025,307.75,0.55,310,306.1,306.1,"44,591","1,37,25,004.50"
SANIMA,08/05/2025,306.06,-0.41,311,305,307,"64,704","1,98,67,843.20"
SANIMA,07/05/2025,307.33,2.05,310,299.7,307,"65,397","1,99,56,745.30"
SANIMA,06/05/2025,301.17,0.23,302,300,302,"50,795","1,52,96,187.10"
SANIMA,05/05/2025,300.48,-0.7,305.8,300,303,"64,221","1,93,74,072.90"
SANIMA,04/05/2025,302.59,0.79,307,301,301,"1,19,322","3,60,27,487.30"
SANIMA,30/04/2025,300.22,-0.9,305,299.5,300,"73,493","2,21,00,288.50"
SANIMA,29/04/2025,302.95,-0.67,308,302,305,"71,644","2,17,67,339.50"
SANIMA,28/04/2025,304.99,-0.48,307.5,304,304,"65,185","1,99,38,017.60"
SANIMA,27/04/2025,306.45,-0.14,314,305.8,308.6,"83,669","2,57,85,020.70"
SANIMA,24/04/2025,306.89,-0.78,310.5,306.2,310.5,"36,881","1,13,39,061.30"
SANIMA,23/04/2025,309.29,-0.93,312.4,308.1,310,"62,979","1,94,96,040.50"
SANIMA,22/04/2025,312.19,0.09,313,307.5,310,"1,06,834","3,31,68,731.50"
SANIMA,21/04/2025,311.91,0.77,315.7,305,315.7,"79,029","2,45,01,253.50"
SANIMA,20/04/2025,309.54,1.08,313,307,310,"1,13,708","3,52,33,967.30"
SANIMA,17/04/2025,306.23,0.83,310,301,307.5,"67,985","2,08,27,383.70"
SANIMA,16/04/2025,303.72,0.19,309,300,309,"70,491","2,14,22,016.50"
SANIMA,15/04/2025,303.14,0.74,306,300,306,"34,972","1,06,45,823.80"
SANIMA,13/04/2025,300.9,0.73,304.6,298,304.6,"55,598","1,66,27,176.10"
SANIMA,10/04/2025,298.72,-0.11,305,298,304.9,"39,031","1,16,89,233.00"
SANIMA,09/04/2025,299.05,-0.23,307.8,298,305,"41,431","1,24,02,093.70"
SANIMA,08/04/2025,299.74,-0.07,301,297.4,299.4,"30,326","90,63,249.40"
SANIMA,07/04/2025,299.96,-0.92,303,299.2,301,"49,490","1,48,77,101.80"
SANIMA,03/04/2025,302.75,0.98,308,295,300,"82,831","2,50,51,193.20"
SANIMA,02/04/2025,299.8,0.2,305.1,298,305.1,"42,612","1,27,46,990.40"
SANIMA,01/04/2025,299.21,-0.96,306,297.7,300,"47,261","1,42,22,401.40"
SANIMA,30/03/2025,302.11,0.4,307,301,305,"68,603","2,08,32,019.50"
SANIMA,27/03/2025,300.92,0.36,305.8,299.1,305.8,"35,512","1,06,88,481.90"
SANIMA,26/03/2025,299.84,1.42,300.1,295,295,"48,219","1,44,11,429.00"
SANIMA,25/03/2025,295.64,-1.39,299,294.3,297,"54,652","1,61,95,505.70"
SANIMA,24/03/2025,299.8,0.53,304,297,303.9,"33,861","1,01,51,333.00"
SANIMA,23/03/2025,298.22,-1.27,307.8,297.1,307.8,"69,542","2,08,46,131.30"
SANIMA,20/03/2025,302.05,-0.05,306,301,303,"47,430","1,43,41,143.20"
SANIMA,19/03/2025,302.2,-0.43,306.8,302.2,303.9,"41,091","1,24,93,597.00"
SANIMA,18/03/2025,303.5,-0.49,311.1,303,311.1,"29,742","90,61,064.50"
SANIMA,17/03/2025,305,0.33,308,301.2,301.2,"25,458","77,80,278.90"
SANIMA,16/03/2025,304,-0.98,310,301,305.7,"69,086","2,10,41,436.60"
SANIMA,12/03/2025,307,0.03,310,305,307.1,"40,434","1,23,85,163.00"
SANIMA,11/03/2025,306.9,-0.36,312,305,312,"68,977","2,12,09,676.60"
SANIMA,10/03/2025,308,-0.48,312,307.2,311.8,"73,489","2,27,38,893.60"
SANIMA,09/03/2025,309.5,0.06,313,307,309,"70,173","2,17,30,913.90"
SANIMA,06/03/2025,309.3,-0.03,312.5,307.2,310,"94,166","2,91,37,816.20"
SANIMA,05/03/2025,309.4,-1.84,316.9,309.2,315,"71,733","2,23,40,619.00"
SANIMA,04/03/2025,315.2,-0.94,324,314,324,"1,33,010","4,19,61,273.90"
SANIMA,03/03/2025,318.2,-1.43,329.2,318,329.2,"1,39,589","4,49,16,147.30"
SANIMA,02/03/2025,322.8,1.67,325,318,323.8,"1,69,981","5,44,96,581.80"
SANIMA,27/02/2025,317.5,3.42,323,311,313.1,"2,30,178","7,27,28,739.50"
SANIMA,25/02/2025,307,0.49,311,305.2,311,"71,756","2,19,99,816.00"
SANIMA,24/02/2025,305.5,0.49,312,304,306,"70,744","2,16,94,772.90"
SANIMA,23/02/2025,304,-0.65,308,298,299.9,"1,44,013","4,38,89,284.10"
SANIMA,20/02/2025,306,0.33,311,300.1,306.2,"1,21,664","3,72,57,000.00"
SANIMA,18/02/2025,305,0.56,309,302.2,309,"1,25,867","3,85,04,499.80"
SANIMA,17/02/2025,303.3,2.12,304,294.1,302.9,"1,37,788","4,13,41,714.80"
SANIMA,16/02/2025,297,1.33,298,293,295,"67,686","1,99,92,271.00"
SANIMA,13/02/2025,293.1,0.9,296.3,290,296.3,"29,949","87,52,280.10"
SANIMA,12/02/2025,290.5,0.1,299,290.1,296,"56,156","1,64,15,724.80"
SANIMA,11/02/2025,290.2,0.03,294.9,285,285,"65,129","1,89,79,035.70"
SANIMA,10/02/2025,290.1,-0.96,297.9,290.1,293,"69,863","2,04,87,586.50"
SANIMA,09/02/2025,292.9,-0.71,300,292.1,300,"63,785","1,87,74,358.70"
SANIMA,06/02/2025,295,-1.67,303,294.2,303,"47,712","1,41,45,184.90"
SANIMA,05/02/2025,300,1.04,300,294.4,296,"48,269","1,43,50,437.20"
SANIMA,04/02/2025,296.9,-0.64,304,295.1,304,"87,887","2,63,22,446.30"
SANIMA,03/02/2025,298.8,0.1,304.9,292.6,292.6,"75,074","2,25,89,653.30"
SANIMA,02/02/2025,298.5,2.54,301,294,294,"61,381","1,83,20,634.90"
SANIMA,28/01/2025,291.1,-0.51,295,291.1,293.1,"63,824","1,86,62,588.10"
SANIMA,27/01/2025,292.6,-0.2,298,292.1,298,"60,205","1,76,30,171.60"
SANIMA,26/01/2025,293.2,-1.94,299,293.1,294,"62,843","1,85,07,693.10"
SANIMA,23/01/2025,299,0.34,303.9,293.5,303.9,"61,456","1,82,72,735.20"
SANIMA,22/01/2025,298,1.71,302,292,298.7,"1,14,454","3,40,48,996.20"
SANIMA,21/01/2025,293,0,298,292,292.1,"52,970","1,55,52,164.70"
SANIMA,20/01/2025,293,-2.27,302,292.1,299.8,"28,373","84,06,652.90"
SANIMA,19/01/2025,299.8,2.85,300.9,293.5,295,"1,09,119","3,24,94,432.80"
SANIMA,16/01/2025,291.5,0.52,294,288,290,"52,439","1,52,58,253.70"
SANIMA,15/01/2025,290,-0.48,297,290,293,"37,012","1,07,90,528.60"
SANIMA,13/01/2025,291.4,-0.44,294.8,291.2,292.7,"43,380","1,26,57,722.00"
SANIMA,12/01/2025,292.7,-0.61,297,292.2,297,"18,665","54,74,734.60"
SANIMA,09/01/2025,294.5,-0.51,298.9,292.3,295,"63,592","1,87,22,126.80"
SANIMA,08/01/2025,296,-0.34,300,294.1,299,"48,776","1,44,50,188.20"
SANIMA,07/01/2025,297,-1.66,303,295.1,303,"43,497","1,29,26,655.90"
SANIMA,06/01/2025,302,1.79,302,295,296,"44,537","1,33,30,930.60"
SANIMA,05/01/2025,296.7,-0.77,301.9,295.9,301.9,"37,798","1,12,28,881.40"
SANIMA,02/01/2025,299,0.37,300,294,300,"36,139","1,07,38,783.80"
SANIMA,01/01/2025,297.9,-0.67,304.5,296,304.5,"48,546","1,44,36,250.70"
SANIMA,31/12/2024,299.9,-0.73,302,296,302,"46,404","1,38,23,632.40"
SANIMA,29/12/2024,302.1,-1.6,309,302,309,"49,463","1,50,71,068.30"
SANIMA,26/12/2024,307,1.99,315,296.6,300,"70,976","2,17,62,116.30"
SANIMA,24/12/2024,301,-0.63,306,297,305,"36,105","1,09,43,733.10"
SANIMA,23/12/2024,302.9,1.3,302.9,293.5,299,"71,110","2,10,73,105.80"
SANIMA,22/12/2024,299,-0.37,303.9,294.1,294.1,"43,436","1,29,53,470.00"
SANIMA,19/12/2024,300.1,-1.93,309,300,306,"1,08,839","3,28,23,415.00"
SANIMA,18/12/2024,306,0.62,310,301,304.5,"57,468","1,74,69,023.40"
SANIMA,17/12/2024,304.1,-1.46,310,303.6,305,"45,154","1,38,02,203.70"
SANIMA,16/12/2024,308.6,-0.74,315,304,315,"59,124","1,81,43,350.00"
SANIMA,12/12/2024,310.9,-1.61,322.3,309.3,322.3,"32,942","1,03,07,418.90"
SANIMA,11/12/2024,316,2.76,316,305,313.6,"50,740","1,57,65,133.70"
SANIMA,10/12/2024,307.5,0.16,310,306.9,310,"55,930","1,72,45,873.70"
SANIMA,09/12/2024,307,-0.97,313,304,310,"65,636","2,01,29,670.30"
SANIMA,08/12/2024,310,-1.21,314,308.2,313.8,"68,129","2,11,56,903.60"
SANIMA,05/12/2024,313.8,-0.85,317,310.2,310.2,"99,424","3,13,65,803.00"
SANIMA,04/12/2024,316.5,-0.16,323.3,314.3,323.3,"68,254","2,16,76,813.50"
SANIMA,03/12/2024,317,-0.5,324.9,314.6,324.9,"85,541","2,71,58,547.00"
SANIMA,02/12/2024,318.6,-0.19,325.5,318.1,325.5,"1,16,626","3,72,03,587.90"
SANIMA,01/12/2024,319.2,-1.18,329.4,316.7,329.4,"1,64,678","5,25,03,613.30"
SANIMA,28/11/2024,323,0.94,324,318.1,320,"1,01,408","3,26,00,040.20"
SANIMA,27/11/2024,320,0.63,321.9,318,321.9,"1,00,603","3,21,96,128.10"
SANIMA,26/11/2024,318,0.82,318.9,314.2,315.4,"99,030","3,12,74,737.80"
SANIMA,25/11/2024,315.4,0.48,316,308,308,"1,20,089","3,77,30,688.70"
SANIMA,24/11/2024,313.9,-0.38,320,313,320,"92,588","2,91,10,009.30"
SANIMA,21/11/2024,315.1,-0.91,323,315,323,"1,23,848","3,92,77,577.80"